ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
7678	74	73	35	27	20	90	19	3	0	1
7679	71	81	36	29	8	89	20	3	0	15
7680	74	69	37	28	9	90	11	4	1	15
7681	72	97	36	26	7	84	16	2	1	18
7682	22	64	31	26	13	37	65	12	10	49
7683	74	74	37	27	10	86	14	2	0	9
7684	71	53	33	27	17	86	14	2	0	1
7685	75	55	34	30	3	82	14	2	2	2
7686	23	64	31	29	1	39	64	18	7	48
7687	23	58	32	26	2	36	64	19	8	57
7688	0	89	35	28	14	0	9	38	40	24
7689	72	86	35	28	16	85	18	3	2	6
7690	74	58	31	29	10	83	15	4	2	19
7691	74	88	33	30	17	83	15	1	2	14
7692	22	78	37	26	11	37	62	20	10	58
7693	22	55	35	29	7	33	61	20	10	52
7694	23	62	34	28	10	34	52	6	7	58
7695	21	52	32	26	13	36	63	11	1	56
7696	21	84	33	27	6	36	62	13	8	57
7697	74	80	37	29	20	89	15	4	0	15
7698	73	95	36	30	19	88	19	1	2	16
7699	1	79	31	30	10	2	2	21	52	7
7700	2	83	33	27	19	0	4	28	39	13
7701	74	83	34	29	2	88	19	3	1	8
7702	74	81	31	27	15	89	13	2	0	12
7703	71	88	31	28	16	89	13	5	2	7
7704	73	87	36	26	13	82	14	1	1	12
7705	73	84	31	27	16	87	20	4	2	3
7706	22	94	35	26	15	32	61	15	9	54
7707	23	93	34	30	7	35	55	11	5	60
7708	73	66	34	26	7	85	20	3	2	3
7709	73	72	31	29	10	86	15	2	0	15
7710	23	58	33	27	18	31	59	14	8	60
7711	21	71	31	30	20	37	52	18	4	55
7712	73	100	36	26	10	83	17	5	1	13
7713	74	81	31	27	17	83	19	2	0	11
7714	21	80	33	26	9	39	52	9	4	58
7715	23	67	36	30	20	31	61	12	5	54
7716	73	100	34	29	12	82	15	3	1	16
7717	0	54	33	26	12	5	3	44	44	5
7718	71	70	36	30	20	81	11	2	2	20
7719	73	97	34	26	6	85	19	1	0	4
7720	73	83	34	30	3	84	12	5	1	5
7721	75	55	34	28	2	86	18	4	0	17
7722	21	63	35	28	18	40	60	13	5	53
7723	23	84	34	30	19	37	54	18	10	49
7724	74	67	37	27	14	86	12	4	0	17
7725	73	74	37	26	9	86	15	5	1	1
7726	74	85	37	28	6	89	17	2	2	12
7727	74	70	32	28	4	86	15	1	2	4
7728	21	99	35	26	9	35	62	10	7	52
7729	74	95	37	28	10	87	16	2	0	2
7730	71	81	37	27	12	82	16	3	2	4
7731	0	65	36	27	20	4	3	23	56	11
7732	22	60	34	27	15	38	57	17	5	54
7733	75	100	35	27	20	87	16	1	0	5
7734	22	71	34	29	16	37	56	20	5	51
7735	23	56	35	29	6	31	62	20	4	52
7736	72	97	33	30	17	82	11	2	0	19
7737	23	95	37	29	7	39	56	15	3	48
7738	74	65	32	28	18	90	19	1	2	1
7739	72	54	37	29	3	88	15	4	1	3
7740	23	86	31	28	1	40	57	8	7	49
7741	75	55	32	28	12	88	13	5	2	7
7742	72	79	31	27	9	86	15	5	1	19
7743	75	68	37	29	2	88	20	4	1	9
7744	73	54	33	27	16	84	13	3	2	17
7745	21	65	35	29	10	36	60	17	2	50
7746	72	71	37	26	3	87	14	5	2	10
7747	71	67	36	26	10	82	14	5	2	18
7748	73	95	35	28	9	84	11	4	2	9
7749	73	60	33	29	3	87	13	2	2	9
7750	72	74	32	28	12	89	18	3	0	1
7751	23	84	37	30	11	38	58	14	8	52
7752	1	74	34	28	7	1	15	30	39	29
7753	73	72	34	30	9	87	13	3	1	3
7754	21	92	31	28	12	34	59	9	10	51
7755	73	97	34	27	8	86	17	1	0	13
7756	72	53	34	28	19	85	20	5	1	1
7757	74	73	32	28	13	89	15	2	1	12
7758	74	71	34	26	2	85	12	4	2	1
7759	72	71	36	28	15	84	12	2	0	20
7760	71	88	37	27	15	83	14	3	1	6
7761	21	86	32	27	20	31	64	9	2	55
7762	74	78	36	28	14	87	15	5	2	17
7763	73	76	33	28	16	88	19	2	1	4
7764	22	97	36	28	2	34	51	12	5	58
7765	75	60	32	26	16	81	16	4	0	9
7766	71	80	34	27	15	88	13	2	0	6
7767	23	95	33	29	11	40	59	9	10	52
7768	22	63	33	30	15	34	62	15	1	50
7769	75	61	36	27	8	88	11	4	1	10
7770	23	56	34	30	20	33	55	7	10	56
7771	23	64	35	29	20	34	63	7	4	58
7772	74	75	32	29	9	88	14	3	2	3
7773	75	78	33	30	12	81	11	3	2	20
7774	21	85	35	26	3	39	51	16	3	60
7775	74	98	37	30	17	84	17	2	2	9
7776	22	77	31	29	18	34	58	13	1	48
7777	72	79	36	29	4	83	20	1	1	8
7778	72	82	32	30	16	85	11	1	1	8
7779	21	85	33	30	17	39	57	6	9	54
7780	73	61	34	28	15	81	11	2	0	16
7781	21	84	35	26	1	31	56	10	5	50
7782	2	54	33	29	20	1	9	29	52	13
7783	21	51	31	28	2	32	62	6	4	48
7784	73	59	36	26	13	88	14	4	1	15
7785	23	95	34	26	19	38	57	14	7	51
7786	74	64	33	28	5	87	12	3	1	20
7787	21	58	34	29	6	40	63	18	3	57
7788	71	83	32	28	5	90	18	1	1	10
7789	71	95	37	29	20	82	17	1	2	10
7790	73	81	31	27	7	87	12	3	0	4
7791	2	84	31	28	20	3	13	49	36	8
7792	73	64	33	30	13	86	13	5	0	19
7793	71	83	35	30	20	81	13	3	1	3
7794	75	82	35	29	6	87	13	2	0	10
7795	21	61	33	26	13	33	54	13	9	54
7796	2	83	31	28	7	0	8	31	51	11
7797	75	96	35	27	14	87	15	2	0	14
7798	21	86	37	26	18	40	65	6	2	57
7799	72	81	37	28	6	89	16	1	2	5
7800	75	57	31	30	3	84	12	1	1	2
7801	74	79	34	28	6	88	17	2	0	5
7802	73	74	36	27	8	86	12	5	2	20
7803	1	83	34	26	19	5	5	41	50	7
7804	75	58	33	29	13	84	18	5	2	1
7805	74	96	35	30	13	83	11	5	0	9
7806	75	62	32	29	20	88	15	1	1	11
7807	21	78	31	28	3	34	54	11	1	60
7808	72	76	33	28	17	82	11	2	2	16
7809	74	86	34	26	14	85	17	2	2	17
7810	74	67	34	29	12	90	18	5	2	16
7811	23	80	36	29	1	36	62	17	10	47
7812	71	87	37	28	6	89	12	4	1	11
7813	22	80	34	27	12	34	55	10	4	50
7814	73	58	31	26	3	84	12	3	2	9
7815	22	73	34	26	10	37	57	6	8	50
7816	1	74	36	26	15	2	1	29	41	3
7817	72	83	33	30	7	85	16	3	0	20
7818	75	76	36	28	4	84	20	1	1	18
7819	23	91	31	27	12	37	61	10	7	49
7820	23	73	36	30	4	33	51	7	4	48
7821	71	90	31	26	11	85	20	4	2	20
7822	75	64	33	27	17	85	18	1	1	18
7823	74	67	33	30	16	81	13	3	1	14
7824	21	59	32	29	12	40	59	19	8	56
7825	75	57	31	30	20	82	16	3	1	16
7826	22	96	34	27	7	35	51	12	8	50
7827	73	95	31	30	7	85	16	1	2	19
7828	21	96	32	29	5	33	57	9	4	49
7829	23	88	36	26	1	38	51	6	7	58
7830	75	57	34	27	18	88	15	1	0	20
7831	75	58	37	29	7	83	15	3	0	5
7832	1	93	35	26	3	2	4	39	31	5
7833	71	67	36	26	10	82	18	1	1	17
7834	75	85	31	27	1	83	11	5	0	13
7835	22	79	32	30	6	39	62	14	1	50
7836	23	81	35	26	1	32	62	7	2	56
7837	21	77	31	29	13	36	56	13	7	53
7838	73	87	35	26	14	90	20	1	0	9
7839	23	84	33	29	11	37	64	20	7	60
7840	21	88	36	27	3	35	55	13	1	49
7841	75	71	31	27	9	85	18	4	1	11
7842	23	92	37	26	10	38	61	15	4	54
7843	73	93	32	30	16	83	16	5	2	10
7844	1	61	32	29	2	2	15	46	57	15
7845	21	71	37	30	10	38	57	10	8	50
7846	75	68	33	27	2	84	19	4	0	15
7847	72	78	36	29	10	89	18	3	1	20
7848	71	57	34	28	20	89	17	2	2	8
7849	74	75	33	27	15	84	19	1	1	3
7850	74	53	35	27	9	90	12	3	0	10
7851	75	95	37	29	12	84	18	2	1	10
7852	2	77	37	29	11	1	4	30	36	7
7853	22	59	37	30	5	35	51	9	4	60
7854	22	55	35	26	19	31	55	9	7	56
7855	71	75	34	28	2	87	18	5	2	15
7856	74	66	33	26	14	90	12	1	2	8
7857	74	72	33	29	11	88	15	1	2	3
7858	2	88	35	28	10	3	10	47	56	18
7859	22	85	32	28	7	37	55	19	10	50
7860	2	83	31	27	3	0	11	29	33	14
7861	23	82	36	30	5	39	58	6	2	54
7862	73	87	33	28	3	90	16	2	0	4
7863	72	65	34	27	16	83	15	5	2	2
7864	73	94	33	29	5	82	18	1	0	10
7865	72	85	35	29	13	88	15	4	2	14
7866	71	60	36	28	1	87	14	3	0	10
7867	71	85	36	27	17	81	19	4	2	16
7868	22	87	37	27	1	31	63	14	8	49
7869	0	76	33	30	3	1	1	25	51	3
7870	72	93	35	26	15	89	12	4	1	17
7871	75	73	36	30	16	82	15	4	2	14
7872	22	94	32	26	14	31	63	18	9	60
7873	75	81	31	29	11	90	14	1	1	18
7874	23	79	36	28	19	31	55	15	3	58
7875	21	82	36	29	20	36	61	11	10	50
7876	72	60	31	30	19	85	19	5	1	6
7877	22	99	36	27	9	39	64	14	4	54
7878	22	81	37	27	18	32	62	11	4	49
7879	71	83	35	30	7	89	13	5	0	1
7880	72	77	36	28	16	82	18	4	1	8
7881	73	94	34	28	6	83	14	4	2	7
7882	21	55	33	30	6	40	61	13	7	57
7883	73	60	32	27	8	87	19	5	1	16
7884	22	72	31	26	12	34	64	11	1	52
7885	22	68	31	29	17	38	62	15	8	59
7886	2	88	31	26	16	5	5	34	38	5
7887	73	97	33	27	20	86	15	5	2	4
7888	72	68	35	26	1	87	13	3	2	6
7889	72	88	36	28	15	87	11	2	2	6
7890	75	73	32	27	5	82	19	3	1	16
7891	21	68	37	26	20	39	57	10	5	56
7892	72	76	34	27	7	82	16	5	2	10
7893	75	98	31	30	8	82	16	4	0	13
7894	71	74	32	27	11	81	19	2	0	3
7895	75	69	37	29	3	89	14	2	0	18
7896	75	53	31	28	7	88	13	3	1	3
7897	75	65	31	29	11	88	11	5	1	4
7898	75	53	36	29	13	90	12	2	2	12
7899	75	91	32	28	15	84	17	2	1	14
7900	1	92	37	28	8	3	13	49	60	3
7901	75	51	32	27	4	81	18	3	0	4
7902	22	73	36	27	6	37	51	11	9	56
7903	73	75	37	30	14	88	18	3	1	11
7904	71	94	33	27	12	86	18	5	0	16
7905	23	55	37	30	10	38	59	11	4	53
7906	73	58	37	30	6	84	20	2	2	5
7907	23	71	32	28	13	33	57	19	8	55
7908	21	66	34	30	19	40	53	16	1	59
7909	72	92	32	26	15	90	17	1	2	12
7910	71	80	33	27	1	85	15	2	2	19
7911	75	79	35	27	2	87	17	5	0	11
7912	74	70	33	26	3	90	14	2	2	19
7913	72	93	31	29	17	81	17	5	2	18
7914	1	64	32	26	17	5	13	31	40	3
7915	75	78	32	29	17	83	11	3	0	6
7916	74	98	32	27	13	82	14	5	0	10
7917	23	85	37	27	18	32	63	8	2	56
7918	73	93	36	29	8	89	17	3	1	7
7919	21	84	37	28	8	40	59	17	10	58
7920	22	59	33	30	14	32	57	8	1	50
7921	72	79	36	28	7	82	16	5	1	4
7922	73	92	33	29	4	85	13	5	0	7
7923	72	56	34	27	17	81	13	3	2	18
7924	75	96	32	30	11	88	11	3	0	17
7925	23	80	31	30	19	36	59	9	6	46
7926	74	53	36	27	6	86	19	3	1	5
7927	75	85	34	27	17	82	16	4	1	11
7928	75	86	37	28	14	84	17	2	0	19
7929	23	63	37	29	3	33	64	12	1	57
7930	23	66	36	30	12	37	56	8	7	55
7931	23	70	32	28	2	33	65	13	6	49
7932	73	52	36	30	3	87	19	1	1	12
7933	75	51	32	26	18	87	18	3	0	6
7934	21	97	33	26	4	32	64	18	10	56
7935	72	55	31	27	19	81	20	3	1	1
7936	21	71	34	26	14	32	56	9	7	53
7937	74	94	31	26	12	81	15	1	2	13
7938	23	52	37	30	4	38	59	7	2	46
7939	21	93	35	27	17	39	60	12	2	59
7940	0	84	37	27	19	1	13	41	54	16
7941	23	78	32	29	2	35	61	17	5	46
7942	73	74	33	28	9	87	18	3	2	5
7943	0	87	37	30	13	5	1	32	41	17
7944	74	81	34	29	10	90	20	1	1	17
7945	72	87	31	28	20	83	17	2	0	18
7946	75	64	35	26	2	90	13	2	0	7
7947	75	63	36	28	3	84	11	2	2	17
7948	72	94	37	29	7	90	20	4	1	14
7949	71	82	33	29	20	81	20	5	0	12
7950	71	52	34	30	9	82	19	2	2	14
7951	74	60	33	29	16	82	13	1	1	11
7952	72	87	35	29	8	87	13	2	2	5
7953	71	70	35	28	18	83	11	3	1	4
7954	21	99	34	29	20	34	63	7	5	47
7955	75	77	34	28	3	84	16	3	2	7
7956	21	58	37	30	14	31	54	11	2	54
7957	22	79	31	27	13	37	59	8	1	51
7958	71	91	32	30	10	89	11	1	1	5
7959	74	87	31	27	18	89	16	2	0	6
7960	73	51	33	29	13	87	19	4	2	14
7961	22	80	36	26	10	36	60	20	5	49
7962	72	61	35	30	11	89	18	4	1	15
7963	21	73	32	29	12	32	55	20	4	46
7964	75	74	31	27	7	84	15	2	2	10
7965	23	94	37	30	16	39	51	17	6	52
7966	75	98	31	26	16	81	15	4	0	17
7967	72	54	34	29	6	84	19	3	1	13
7968	72	63	36	26	4	88	20	1	2	1
7969	23	51	31	30	18	36	58	13	4	57
7970	75	100	34	28	10	86	11	4	0	10
7971	23	88	34	27	6	38	63	6	2	52
7972	22	54	36	30	1	34	64	17	2	47
7973	71	78	31	27	3	82	12	5	1	2
7974	0	68	35	26	17	2	3	24	43	6
7975	22	91	31	27	20	37	58	12	4	50
7976	74	76	37	28	5	89	19	1	0	5
7977	23	79	32	30	16	37	54	18	6	50
7978	73	78	35	26	3	86	11	3	1	6
7979	72	80	33	30	8	82	20	3	0	4
7980	75	89	33	29	13	85	13	4	2	12
7981	75	84	31	26	4	87	12	1	2	14
7982	22	64	32	27	15	35	65	18	4	48
7983	74	92	33	28	17	88	19	4	2	5
7984	72	93	34	27	4	88	17	4	0	13
7985	72	54	32	28	2	85	17	1	0	19
7986	0	74	37	28	20	2	6	49	50	9
7987	22	64	34	27	6	32	64	6	10	46
7988	22	77	36	28	6	31	53	18	1	47
7989	74	62	37	28	6	88	15	3	1	19
7990	72	88	36	27	14	88	15	4	2	6
7991	73	73	37	26	15	84	12	1	2	16
7992	22	83	33	29	12	35	64	13	5	52
7993	72	79	37	27	13	83	16	4	2	2
7994	75	64	34	28	14	90	14	2	0	17
7995	21	74	34	28	13	31	59	9	3	49
7996	1	81	36	28	17	3	10	31	50	6
7997	21	89	36	26	7	37	58	10	5	59
7998	74	77	36	29	18	82	15	3	2	19
7999	22	76	37	26	6	32	62	17	3	52
8000	21	68	34	30	20	39	65	15	2	47
8001	75	98	36	29	5	90	17	5	1	6
8002	23	54	37	28	3	36	56	8	3	53
8003	0	61	31	26	17	4	6	29	60	16
8004	22	56	37	26	3	32	64	19	9	48
8005	73	73	37	26	8	83	14	3	0	15
8006	74	67	36	30	4	83	15	3	1	12
8007	73	90	34	27	6	89	16	5	1	15
8008	0	72	37	29	4	4	6	41	35	19
8009	75	70	31	27	14	88	20	5	0	18
8010	23	77	33	26	11	38	64	12	8	56
8011	73	81	36	30	9	85	14	3	1	18
8012	74	87	35	27	20	84	19	1	0	15
8013	73	67	34	29	14	82	20	2	2	10
8014	22	61	36	29	12	33	62	12	6	54
8015	22	52	35	30	20	40	62	13	5	53
8016	23	70	31	26	3	34	57	20	4	50
8017	75	85	34	28	5	84	15	1	0	8
8018	72	72	37	29	13	86	16	1	1	14
8019	75	98	34	27	6	86	17	4	2	4
8020	23	66	34	30	3	37	58	14	7	56
8021	23	65	35	29	14	36	59	16	6	57
8022	23	98	35	27	19	34	59	14	6	47
8023	21	64	36	28	7	32	62	8	8	56
8024	74	86	37	27	18	88	19	2	2	18
8025	23	95	34	30	14	40	55	15	9	51
8026	22	95	31	28	20	37	62	15	8	55
8027	72	51	37	30	12	87	18	3	2	4
8028	74	96	35	26	17	82	13	5	1	15
8029	74	72	36	27	18	87	14	3	2	11
8030	73	75	37	27	3	86	15	2	0	10
8031	73	89	33	27	7	88	16	1	1	3
8032	71	70	37	28	10	87	13	5	0	19
8033	72	83	34	30	17	82	17	5	2	19
8034	23	97	37	30	16	37	56	10	9	56
8035	2	98	33	28	14	1	13	49	43	2
8036	72	57	36	30	4	85	12	3	0	18
8037	71	71	32	27	5	83	20	4	0	8
8038	23	83	31	28	20	36	54	18	5	47
8039	75	88	32	29	10	88	20	3	1	12
8040	72	56	34	27	5	82	15	2	1	20
8041	72	84	32	30	17	89	13	4	2	2
8042	1	94	32	30	1	4	9	43	48	10
8043	75	52	31	29	9	87	18	2	1	3
8044	22	94	35	28	4	35	54	13	4	58
8045	74	53	34	29	13	81	13	5	1	3
8046	72	57	35	29	15	83	12	1	1	6
8047	74	68	34	26	8	88	18	1	1	19
8048	22	70	37	26	9	34	60	8	1	57
8049	21	69	32	27	11	32	60	11	7	53
8050	75	82	31	26	4	81	11	1	1	13
8051	71	70	35	26	13	81	13	3	0	14
8052	22	58	36	30	9	34	51	16	4	59
8053	72	64	32	28	16	87	19	5	2	12
8054	22	90	35	29	10	31	58	20	1	50
8055	21	56	37	27	11	37	53	19	7	52
8056	22	66	31	26	14	31	58	14	2	59
8057	21	52	35	29	14	39	51	12	5	48
8058	22	58	31	28	3	39	59	16	3	47
8059	72	66	37	28	5	90	14	1	2	19
8060	23	64	36	26	15	34	56	7	1	53
8061	72	74	35	29	7	85	12	1	0	5
8062	23	52	33	30	17	38	65	9	7	52
8063	22	51	32	29	8	36	53	17	6	57
8064	22	62	31	27	19	35	54	9	7	53
8065	72	57	32	27	12	84	15	2	1	4
8066	71	95	35	26	14	83	20	4	1	15
8067	73	56	36	29	10	84	19	4	0	7
8068	0	75	33	30	8	5	10	35	33	28
8069	72	81	31	28	15	86	16	4	1	16
8070	23	81	33	29	16	34	60	18	10	53
8071	22	70	36	28	3	31	55	18	9	52
8072	75	72	35	27	13	90	19	4	1	13
8073	71	52	31	26	15	90	19	1	0	8
8074	74	99	37	30	10	85	12	3	2	7
8075	0	95	33	30	13	0	9	37	53	6
8076	72	80	35	27	17	86	16	2	1	4
8077	72	75	31	28	6	82	20	1	0	20
8078	22	54	31	26	6	38	60	10	10	54
8079	21	59	32	30	17	35	52	6	7	50
8080	21	88	36	27	17	36	62	7	3	55
8081	23	81	32	29	5	40	56	14	2	55
8082	21	90	31	26	3	37	54	12	6	59
8083	74	78	35	30	2	84	18	1	1	14
8084	73	72	35	26	4	83	13	2	2	2
8085	2	86	32	30	17	1	1	43	43	18
8086	73	89	37	30	2	88	19	4	1	11
8087	74	80	33	26	4	85	17	2	2	7
8088	1	53	32	26	8	3	2	35	32	6
8089	72	54	34	26	19	90	17	2	1	19
8090	75	74	34	29	4	81	17	4	0	13
8091	74	54	31	28	14	82	11	5	1	3
8092	23	69	35	26	18	32	61	15	5	54
8093	74	51	33	26	19	90	15	2	0	11
8094	75	54	36	26	14	84	16	4	1	1
8095	2	100	36	26	17	1	9	32	34	4
8096	21	53	36	29	7	32	63	19	1	52
8097	21	79	33	26	19	31	62	13	10	53
8098	23	64	35	29	12	35	63	19	3	53
8099	22	58	31	26	18	33	54	10	7	52
8100	75	57	35	30	1	89	16	4	0	1
8101	71	61	35	28	16	86	11	3	1	12
8102	71	97	33	27	5	83	20	1	1	16
8103	72	84	37	27	3	90	20	3	0	14
8104	22	93	35	28	7	37	59	18	3	55
8105	72	62	34	30	5	88	15	2	0	2
8106	71	57	31	26	17	86	11	5	2	9
8107	22	83	37	30	12	39	65	20	7	60
8108	73	66	37	27	16	90	12	4	1	19
8109	75	73	33	28	7	88	17	3	1	20
8110	23	95	34	26	7	34	54	6	10	52
8111	74	91	36	26	11	87	15	3	2	15
8112	23	97	34	29	20	31	64	9	4	55
8113	73	87	36	30	10	83	18	1	0	9
8114	72	81	37	29	20	84	11	4	2	6
8115	71	93	34	29	3	85	16	4	0	4
8116	71	97	34	26	7	89	12	1	2	5
8117	21	55	31	27	6	37	65	7	7	56
8118	21	91	31	30	3	40	65	19	8	58
8119	22	77	35	28	14	35	65	11	4	46
8120	22	65	33	27	3	32	64	19	5	47
8121	73	53	34	27	1	89	11	2	1	2
8122	73	86	35	27	20	90	17	1	1	19
8123	74	64	36	29	11	89	17	5	2	8
8124	21	53	35	30	19	34	63	6	3	60
8125	2	53	36	26	10	1	9	32	32	17
8126	71	90	33	30	13	86	13	2	1	8
8127	23	84	32	28	9	34	63	19	8	56
8128	71	94	31	28	10	88	13	3	0	4
8129	22	100	32	29	13	39	62	7	1	56
8130	75	79	36	29	12	83	14	4	1	7
8131	72	68	33	27	15	81	20	5	1	2
8132	23	83	32	28	18	38	62	20	7	57
8133	73	70	32	29	20	83	19	3	1	8
8134	72	100	31	27	16	84	18	5	1	3
8135	72	69	35	29	15	85	14	4	0	10
8136	74	70	32	27	9	85	15	3	0	1
8137	21	63	36	30	3	33	60	19	10	53
8138	21	90	37	28	19	36	56	12	6	53
8139	0	59	31	27	8	0	10	32	59	17
8140	2	61	35	30	18	5	11	41	50	29
8141	21	75	37	30	2	35	56	20	6	56
8142	73	79	32	27	16	89	12	1	1	13
8143	0	85	37	30	4	0	12	39	57	8
8144	75	93	34	30	11	88	20	2	0	7
8145	71	60	31	27	16	88	17	5	2	16
8146	23	77	31	28	7	38	63	7	7	50
8147	73	92	31	27	16	82	11	1	2	13
8148	74	77	32	26	10	90	20	5	1	3
8149	72	90	36	26	4	83	13	2	2	10
8150	73	65	35	28	6	87	18	2	0	3
8151	22	82	32	26	6	40	51	6	2	57
8152	74	72	33	30	19	88	19	1	1	10
8153	22	55	32	26	15	37	54	17	2	54
8154	75	92	37	29	2	89	15	5	0	3
8155	23	100	31	28	11	35	57	20	4	46
8156	22	97	37	29	16	32	63	19	2	51
8157	72	59	32	30	12	83	15	1	0	4
8158	74	59	37	28	9	82	16	1	0	15
8159	73	93	32	30	8	89	18	2	0	20
8160	75	54	36	27	7	86	13	4	0	20
8161	74	99	32	28	20	86	16	4	1	2
8162	72	78	35	27	8	84	15	1	1	3
8163	75	83	36	28	13	87	20	4	2	9
8164	73	61	34	27	3	82	16	5	2	5
8165	72	90	34	27	8	87	20	3	2	14
8166	75	71	36	27	15	85	13	2	2	13
8167	75	80	36	29	3	82	16	1	0	18
8168	72	65	36	29	12	90	18	3	1	8
8169	23	74	31	26	3	31	53	13	9	51
8170	73	86	35	30	8	90	12	3	0	4
8171	23	87	35	26	13	40	54	6	7	46
8172	71	87	33	30	6	90	16	1	0	7
8173	21	78	33	28	8	31	60	11	10	52
8174	21	68	31	28	15	32	62	7	2	50
8175	74	51	35	26	12	82	12	3	1	18
8176	21	72	36	26	2	38	58	7	4	50
8177	72	63	37	26	18	86	14	3	2	20
8178	23	62	31	27	13	33	61	14	8	53
8179	21	95	34	30	12	39	65	12	5	50
8180	72	73	37	27	4	82	17	1	1	15
8181	21	64	31	29	12	37	65	13	1	46
8182	75	89	36	28	17	90	14	5	1	8
8183	74	80	32	26	2	81	12	2	2	1
8184	22	78	31	26	5	40	59	11	5	50
8185	71	63	35	28	12	81	12	1	0	12
8186	1	78	37	26	3	3	11	38	55	8
8187	71	68	32	30	5	84	14	2	2	6
8188	72	63	32	26	4	88	12	3	1	1
8189	72	59	31	29	4	82	11	1	1	10
8190	71	90	32	27	6	90	17	3	2	6
8191	72	87	36	29	20	82	14	2	0	18
8192	74	80	32	27	14	82	15	1	1	9
8193	75	54	33	29	1	81	13	5	2	15
8194	71	75	35	27	10	90	11	5	0	2
8195	71	67	32	27	9	81	16	4	2	12
8196	23	96	32	28	13	35	63	10	3	51
8197	74	89	32	26	6	87	15	3	2	1
8198	21	91	31	30	10	31	62	16	2	47
8199	0	59	33	28	8	1	12	31	58	16
8200	71	86	35	29	3	82	13	3	0	18
8201	72	90	37	30	19	81	16	5	0	1
8202	74	63	34	26	4	84	13	1	0	12
8203	71	53	32	28	16	85	12	4	2	19
8204	22	61	31	30	6	36	55	7	7	47
8205	74	59	31	28	14	86	12	2	0	10
8206	22	56	36	27	9	39	62	10	10	60
8207	72	57	36	30	13	86	19	5	1	12
8208	23	76	35	27	18	36	57	14	1	52
8209	73	56	35	30	13	81	13	4	2	9
8210	74	85	35	30	10	89	16	4	2	20
8211	72	55	32	27	9	90	14	1	0	1
8212	71	77	31	26	13	83	15	5	1	19
8213	75	79	33	28	13	85	11	2	0	1
8214	73	100	35	26	6	83	13	4	1	18
8215	73	55	32	28	18	85	14	4	2	18
8216	21	71	35	30	19	34	63	20	4	49
8217	23	89	37	29	7	36	53	14	4	59
8218	75	56	36	30	8	81	15	5	2	18
8219	73	66	33	28	20	85	12	1	0	2
8220	75	56	36	28	18	86	20	1	0	7
8221	74	87	31	27	6	83	16	4	1	3
8222	72	73	31	28	20	82	19	4	2	9
8223	74	77	35	29	4	86	15	5	2	5
8224	0	94	32	30	17	3	13	41	32	9
8225	1	57	31	26	8	3	7	47	33	26
8226	74	62	36	28	6	89	17	2	2	20
8227	72	79	37	27	11	86	17	3	1	18
8228	75	71	31	30	2	82	17	4	1	5
8229	22	73	31	28	12	38	51	16	9	53
8230	22	77	36	27	6	35	52	15	8	52
8231	21	96	33	26	10	39	57	19	4	48
8232	23	66	35	28	15	39	56	7	8	58
8233	75	61	33	29	8	81	11	1	0	14
8234	2	83	33	27	5	2	6	50	31	28
8235	75	58	36	28	1	82	11	1	2	8
8236	71	72	34	29	17	87	17	1	0	16
8237	21	71	31	29	15	33	52	14	8	53
8238	74	53	34	27	9	85	11	3	1	2
8239	75	84	33	27	1	84	18	4	1	1
8240	71	65	34	27	12	90	19	3	0	11
8241	71	66	34	29	15	85	11	5	1	14
8242	75	66	35	30	15	83	19	3	1	14
8243	74	70	33	26	15	85	13	3	0	19
8244	2	53	31	30	14	5	1	32	54	7
8245	75	95	35	26	7	83	17	1	1	13
8246	74	89	31	27	10	87	16	5	0	11
8247	23	63	33	27	19	31	52	13	4	58
8248	73	52	34	27	7	81	19	1	0	14
8249	71	73	34	30	13	81	17	1	2	17
8250	21	55	36	29	5	32	52	9	6	48
8251	22	54	37	29	10	36	60	8	9	46
8252	21	92	34	26	8	32	58	13	10	54
8253	72	87	35	26	4	89	18	1	1	7
8254	75	54	32	27	15	84	11	1	0	7
8255	75	100	31	30	4	84	17	4	1	8
8256	23	54	32	30	10	32	63	6	7	55
8257	22	53	37	30	15	34	51	12	2	46
8258	1	94	31	29	1	2	11	37	39	14
8259	72	55	37	30	13	83	19	2	1	19
8260	71	68	31	29	12	88	17	2	0	16
8261	75	67	35	30	10	88	19	5	0	11
8262	1	76	34	27	19	5	11	39	31	27
8263	71	88	35	30	4	84	16	2	0	13
8264	1	87	37	26	3	5	11	26	51	17
8265	74	69	35	28	12	89	13	1	0	3
8266	73	91	33	27	15	89	16	4	2	8
8267	0	66	34	26	2	3	6	38	58	21
8268	2	96	34	26	7	3	6	24	37	12
8269	23	85	33	30	8	35	61	18	6	54
8270	72	55	37	26	20	85	15	2	2	18
8271	74	61	35	27	4	82	11	1	1	4
8272	22	61	36	27	2	33	60	15	5	57
8273	23	51	37	28	11	35	60	7	1	58
8274	75	73	37	30	10	81	20	2	0	6
8275	71	91	36	30	7	82	14	5	0	6
8276	72	97	31	30	12	81	17	3	0	11
8277	21	90	37	26	5	38	64	18	4	51
8278	22	85	35	28	9	33	65	12	5	54
8279	0	94	35	29	17	5	6	28	50	25
8280	73	97	31	28	7	81	17	5	0	11
8281	23	67	34	27	9	33	53	6	4	51
8282	72	82	35	28	16	81	14	2	0	4
8283	72	72	34	26	16	86	15	2	0	10
